Customer_ID,Purchase_Date,Product_Category,Amount,City,Payment_Method
C0160,2025-09-21,Sports,988.8,Mumbai,Net Banking
C0003,2025-09-21,Beauty,1386.86,Mumbai,UPI
C0058,2025-09-21,Home,5155.01,Aurangabad,Net Banking
C0008,2025-09-23,Home,2519.74,Nashik,UPI
C0133,2025-09-24,Home,1189.24,Delhi,UPI
C0154,2025-09-24,Beauty,1157.18,Pune,Debit Card
C0047,2025-09-25,Clothing,1456.68,Delhi,Debit Card
C0169,2025-09-25,Electronics,1836.75,Mumbai,UPI
C0024,2025-09-25,Electronics,1116.95,Aurangabad,UPI
C0053,2025-09-27,Clothing,5330.22,Bengaluru,UPI
C0054,2025-09-27,Beauty,2581.67,Mumbai,Credit Card
C0023,2025-09-27,Electronics,3821.81,Nagpur,Credit Card
C0186,2025-09-28,Beauty,1159.32,Thane,UPI
C0199,2025-09-28,Electronics,717.37,Aurangabad,Credit Card
C0015,2025-09-29,Clothing,3450.79,Mumbai,UPI
C0027,2025-09-30,Home,729.11,Mumbai,Debit Card
C0153,2025-09-30,Beauty,4472.13,Bengaluru,Credit Card
C0065,2025-10-01,Clothing,278.82,Mumbai,UPI
C0058,2025-10-01,Clothing,871.97,Bengaluru,Debit Card
C0181,2025-10-02,Home,428.39,Bengaluru,UPI
C0085,2025-10-03,Electronics,966.47,Mumbai,Credit Card
C0047,2025-10-03,Sports,3307.98,Mumbai,UPI
C0088,2025-10-04,Sports,2538.96,Pune,UPI
C0138,2025-10-04,Home,2969.22,Delhi,Credit Card
C0152,2025-10-05,Beauty,2231.47,Delhi,Net Banking
C0152,2025-10-05,Home,6666.14,Aurangabad,UPI
C0178,2025-10-06,Electronics,434.19,Bengaluru,Net Banking
C0197,2025-10-07,Beauty,3843.41,Nagpur,UPI
C0054,2025-10-08,Clothing,1356.5,Thane,Debit Card
C0107,2025-10-09,Beauty,1392.05,Mumbai,Net Banking
C0118,2025-10-09,Home,2839.58,Nashik,Net Banking
C0001,2025-10-10,Electronics,3806.86,Mumbai,Credit Card
C0051,2025-10-11,Electronics,2090.73,Nagpur,Credit Card
C0184,2025-10-12,Sports,2672.61,Mumbai,UPI
C0051,2025-10-12,Electronics,734.43,Bengaluru,UPI
C0100,2025-10-12,Beauty,1568.73,Bengaluru,Credit Card
C0099,2025-10-12,Clothing,1278.94,Nashik,UPI
C0185,2025-10-12,Electronics,5623.43,Nashik,Credit Card
C0002,2025-10-13,Sports,1004.58,Nashik,Net Banking
C0163,2025-10-14,Electronics,1936.14,Aurangabad,UPI
C0111,2025-10-14,Electronics,1617.1,Mumbai,Net Banking
C0003,2025-10-14,Sports,1399.49,Delhi,Credit Card
C0016,2025-10-15,Electronics,3417.83,Delhi,Credit Card
C0151,2025-10-15,Electronics,322.0,Aurangabad,Net Banking
C0090,2025-10-15,Sports,1478.92,Mumbai,Credit Card
C0041,2025-10-16,Clothing,1031.36,Nashik,Cash
C0063,2025-10-16,Beauty,2737.72,Delhi,UPI
C0182,2025-10-16,Electronics,4701.46,Mumbai,UPI
C0024,2025-10-16,Home,2213.72,Pune,UPI
C0122,2025-10-16,Electronics,631.84,Bengaluru,UPI
C0154,2025-10-18,Clothing,1594.98,Aurangabad,UPI
C0070,2025-10-18,Home,693.82,Aurangabad,Credit Card
C0191,2025-10-18,Clothing,1189.47,Aurangabad,Cash
C0128,2025-10-19,Sports,1692.96,Bengaluru,Credit Card
C0131,2025-10-19,Clothing,1560.66,Nashik,Credit Card
C0047,2025-10-20,Home,2998.03,Aurangabad,Debit Card
C0177,2025-10-20,Beauty,1553.37,Mumbai,UPI
C0047,2025-10-20,Clothing,1003.65,Nashik,Debit Card
C0162,2025-10-20,Clothing,2031.84,Delhi,Credit Card
C0079,2025-10-21,Home,879.28,Nashik,Debit Card
C0082,2025-10-22,Clothing,2618.01,Mumbai,UPI
C0035,2025-10-22,Electronics,2182.12,Bengaluru,Cash
C0134,2025-10-22,Home,176.24,Nashik,UPI
C0187,2025-10-23,Clothing,1114.6,Pune,Net Banking
C0004,2025-10-23,Home,2971.32,Aurangabad,Debit Card
C0002,2025-10-23,Clothing,2155.73,Aurangabad,UPI
C0040,2025-10-23,Clothing,1314.59,Bengaluru,Credit Card
C0145,2025-10-23,Home,5490.36,Nagpur,UPI
C0086,2025-10-24,Electronics,691.68,Nagpur,Credit Card
C0039,2025-10-25,Sports,1835.32,Mumbai,UPI
C0119,2025-10-25,Electronics,1528.99,Nashik,Debit Card
C0175,2025-10-27,Home,1040.82,Nagpur,Net Banking
C0121,2025-10-27,Home,1073.32,Nagpur,UPI
C0133,2025-10-28,Electronics,1552.15,Aurangabad,Credit Card
C0159,2025-10-28,Home,2762.44,Nagpur,Credit Card
C0180,2025-10-28,Electronics,5497.04,Bengaluru,UPI
C0054,2025-10-28,Clothing,222.24,Pune,Debit Card
C0158,2025-10-29,Clothing,2814.73,Nashik,Credit Card
C0042,2025-10-29,Electronics,4039.59,Nagpur,Credit Card
C0194,2025-10-30,Home,1230.77,Mumbai,UPI
C0025,2025-10-30,Clothing,689.14,Pune,Debit Card
C0102,2025-10-30,Home,4563.77,Nashik,UPI
C0183,2025-10-31,Electronics,1511.48,Aurangabad,UPI
C0026,2025-10-31,Clothing,1387.62,Pune,Cash
C0022,2025-11-01,Electronics,1834.99,Aurangabad,Credit Card
C0081,2025-11-01,Beauty,1799.54,Pune,UPI
C0190,2025-11-01,Clothing,338.88,Mumbai,Credit Card
C0113,2025-11-01,Home,3095.71,Thane,UPI
C0179,2025-11-02,Clothing,1462.96,Pune,Net Banking
C0013,2025-11-02,Beauty,3484.72,Nashik,UPI
C0200,2025-11-03,Beauty,1098.09,Thane,UPI
C0191,2025-11-04,Home,4140.7,Thane,UPI
C0108,2025-11-05,Beauty,2256.77,Mumbai,Net Banking
C0074,2025-11-05,Home,4690.12,Thane,UPI
C0075,2025-11-05,Home,1474.96,Thane,UPI
C0126,2025-11-06,Sports,1318.28,Mumbai,Credit Card
C0119,2025-11-06,Clothing,500.35,Nashik,UPI
C0090,2025-11-06,Home,4770.75,Mumbai,Net Banking
C0153,2025-11-07,Sports,3669.32,Bengaluru,Debit Card
C0145,2025-11-07,Clothing,1464.88,Aurangabad,UPI
C0192,2025-11-08,Sports,5205.37,Pune,UPI
C0156,2025-11-08,Sports,378.2,Nagpur,Credit Card
C0051,2025-11-08,Beauty,1066.11,Pune,UPI
C0110,2025-11-09,Electronics,6200.56,Aurangabad,Debit Card
C0190,2025-11-09,Clothing,815.31,Bengaluru,Credit Card
C0139,2025-11-09,Sports,1646.48,Aurangabad,Debit Card
C0020,2025-11-10,Sports,4533.7,Delhi,Debit Card
C0021,2025-11-11,Electronics,4016.48,Nagpur,UPI
C0069,2025-11-12,Electronics,2404.47,Bengaluru,Credit Card
C0191,2025-11-13,Clothing,2345.12,Delhi,Cash
C0085,2025-11-14,Beauty,4344.29,Pune,UPI
C0101,2025-11-14,Electronics,7341.96,Thane,UPI
C0044,2025-11-14,Sports,3778.56,Pune,UPI
C0008,2025-11-14,Electronics,2907.11,Thane,UPI
C0147,2025-11-14,Clothing,1629.49,Aurangabad,Net Banking
C0160,2025-11-14,Clothing,2135.26,Nashik,UPI
C0161,2025-11-14,Beauty,557.35,Nashik,UPI
C0170,2025-11-14,Clothing,1573.89,Delhi,Debit Card
C0106,2025-11-15,Clothing,2144.36,Mumbai,Debit Card
C0092,2025-11-15,Home,1537.81,Aurangabad,UPI
C0134,2025-11-16,Electronics,2919.26,Bengaluru,Net Banking
C0167,2025-11-16,Home,2104.22,Mumbai,Debit Card
C0072,2025-11-16,Beauty,1164.02,Delhi,UPI
C0086,2025-11-16,Clothing,2492.23,Delhi,UPI
C0084,2025-11-17,Clothing,1421.14,Delhi,Debit Card
C0188,2025-11-18,Beauty,3322.77,Pune,Debit Card
C0001,2025-11-19,Clothing,3239.67,Pune,Debit Card
C0144,2025-11-19,Beauty,1426.2,Pune,UPI
C0036,2025-11-20,Electronics,1195.16,Bengaluru,Debit Card
C0151,2025-11-20,Home,1742.52,Nashik,Credit Card
C0035,2025-11-20,Home,2676.77,Bengaluru,Credit Card
C0184,2025-11-20,Sports,1474.83,Mumbai,Credit Card
C0116,2025-11-20,Electronics,3214.79,Thane,UPI
C0180,2025-11-20,Beauty,5084.42,Pune,Net Banking
C0190,2025-11-22,Clothing,1594.67,Bengaluru,Debit Card
C0107,2025-11-22,Sports,8809.91,Nagpur,UPI
C0196,2025-11-22,Sports,228.14,Nagpur,Net Banking
C0039,2025-11-23,Sports,2001.76,Thane,Credit Card
C0097,2025-11-24,Sports,3028.15,Bengaluru,UPI
C0046,2025-11-24,Clothing,1767.76,Aurangabad,UPI
C0100,2025-11-24,Clothing,853.59,Nagpur,UPI
C0111,2025-11-25,Electronics,1706.9,Delhi,Debit Card
C0195,2025-11-25,Sports,295.84,Mumbai,UPI
C0127,2025-11-26,Home,2942.72,Delhi,Net Banking
C0128,2025-11-26,Sports,3555.57,Nagpur,Debit Card
C0188,2025-11-26,Clothing,3211.72,Nagpur,UPI
C0122,2025-11-27,Home,1757.38,Thane,Debit Card
C0185,2025-11-28,Home,1382.22,Mumbai,Cash
C0136,2025-11-28,Beauty,3653.26,Bengaluru,Credit Card
C0039,2025-11-30,Clothing,869.35,Aurangabad,Cash
C0035,2025-11-30,Clothing,2842.43,Delhi,Credit Card
C0056,2025-11-30,Electronics,2577.47,Delhi,Debit Card
C0118,2025-11-30,Electronics,3709.23,Nashik,UPI
C0046,2025-12-01,Home,1101.78,Bengaluru,UPI
C0104,2025-12-01,Beauty,1038.78,Thane,Credit Card
C0164,2025-12-01,Clothing,523.22,Delhi,UPI
C0036,2025-12-02,Clothing,1669.04,Delhi,Credit Card
C0052,2025-12-02,Electronics,1040.99,Aurangabad,Cash
C0160,2025-12-02,Home,2517.71,Nagpur,Net Banking
C0145,2025-12-04,Clothing,2392.03,Thane,Debit Card
C0128,2025-12-05,Electronics,74.45,Pune,UPI
C0060,2025-12-06,Clothing,1190.52,Nashik,Credit Card
C0030,2025-12-07,Electronics,1746.44,Mumbai,Credit Card
C0194,2025-12-08,Beauty,9698.68,Delhi,Cash
C0113,2025-12-08,Sports,2320.82,Bengaluru,Net Banking
C0094,2025-12-09,Home,3024.15,Bengaluru,Debit Card
C0168,2025-12-10,Home,2979.25,Pune,UPI
C0166,2025-12-10,Sports,1786.22,Bengaluru,Cash
C0147,2025-12-10,Sports,3107.67,Bengaluru,UPI
C0051,2025-12-10,Electronics,2974.96,Delhi,Credit Card
C0003,2025-12-11,Sports,720.48,Pune,Credit Card
C0161,2025-12-11,Beauty,1633.28,Delhi,UPI
C0126,2025-12-11,Electronics,3700.37,Aurangabad,UPI
C0090,2025-12-12,Sports,1206.59,Delhi,Debit Card
C0170,2025-12-12,Home,429.42,Mumbai,Credit Card
C0116,2025-12-13,Home,4340.31,Bengaluru,Credit Card
C0145,2025-12-15,Clothing,7480.41,Bengaluru,Credit Card
C0106,2025-12-15,Electronics,5367.54,Aurangabad,Credit Card
C0098,2025-12-15,Clothing,2710.73,Nashik,Debit Card
C0186,2025-12-15,Beauty,5695.66,Mumbai,UPI
C0143,2025-12-15,Sports,2355.05,Delhi,Cash
C0104,2025-12-16,Electronics,1100.19,Mumbai,UPI
C0111,2025-12-16,Electronics,2879.39,Nagpur,Debit Card
C0131,2025-12-16,Clothing,1166.15,Aurangabad,UPI
C0018,2025-12-17,Clothing,3419.03,Delhi,Net Banking
C0051,2025-12-18,Beauty,644.39,Mumbai,UPI
C0152,2025-12-18,Clothing,2333.76,Mumbai,UPI
C0090,2025-12-19,Clothing,328.92,Mumbai,Credit Card
C0140,2025-12-19,Electronics,3135.07,Pune,Credit Card
C0012,2025-12-22,Sports,1356.09,Thane,UPI
C0153,2025-12-22,Sports,2473.16,Pune,Debit Card
C0095,2025-12-22,Home,2052.75,Pune,Cash
C0132,2025-12-22,Electronics,3587.42,Thane,UPI
C0179,2025-12-22,Clothing,764.23,Pune,Credit Card
C0076,2025-12-23,Home,2822.02,Nagpur,Debit Card
C0081,2025-12-24,Sports,1970.43,Aurangabad,Credit Card
C0056,2025-12-25,Clothing,934.03,Thane,Debit Card
C0120,2025-12-25,Sports,4664.25,Nashik,Net Banking
C0053,2025-12-25,Home,1844.09,Mumbai,UPI
C0162,2025-12-26,Clothing,2084.21,Delhi,UPI
C0052,2025-12-26,Beauty,1616.94,Delhi,Credit Card
C0096,2025-12-27,Electronics,2176.49,Nashik,Credit Card
C0095,2025-12-27,Beauty,2540.57,Mumbai,UPI
C0165,2025-12-27,Clothing,1732.98,Aurangabad,Net Banking
C0145,2025-12-28,Electronics,645.3,Nashik,Credit Card
C0124,2025-12-29,Electronics,843.3,Pune,Credit Card
C0148,2025-12-29,Beauty,2826.13,Thane,UPI
C0124,2025-12-29,Electronics,1253.81,Pune,UPI
C0044,2025-12-29,Beauty,541.0,Delhi,Debit Card
C0140,2025-12-30,Sports,2083.37,Nashik,UPI
C0048,2025-12-30,Electronics,3402.91,Delhi,Debit Card
C0065,2025-12-30,Clothing,2761.92,Aurangabad,UPI
C0101,2025-12-30,Sports,516.79,Delhi,UPI
C0028,2025-12-31,Home,7233.13,Delhi,Net Banking
C0135,2025-12-31,Beauty,814.62,Aurangabad,Debit Card
C0061,2025-12-31,Beauty,3040.3,Bengaluru,Debit Card
C0023,2026-01-01,Clothing,1408.55,Pune,UPI
C0071,2026-01-01,Beauty,509.87,Delhi,Debit Card
C0095,2026-01-02,Clothing,1321.89,Nashik,UPI
C0103,2026-01-04,Clothing,777.29,Aurangabad,UPI
C0134,2026-01-05,Electronics,3133.67,Delhi,Debit Card
C0147,2026-01-06,Clothing,6425.68,Aurangabad,Debit Card
C0082,2026-01-06,Home,555.54,Pune,UPI
C0136,2026-01-06,Clothing,1478.14,Pune,UPI
C0028,2026-01-06,Home,1719.9,Nagpur,Debit Card
C0170,2026-01-07,Electronics,4669.62,Pune,Net Banking
C0014,2026-01-08,Sports,1310.28,Bengaluru,UPI
C0054,2026-01-09,Clothing,3475.7,Nagpur,Credit Card
C0166,2026-01-10,Home,2986.9,Thane,UPI
C0146,2026-01-10,Home,1344.21,Thane,Cash
C0081,2026-01-11,Beauty,5956.26,Pune,Debit Card
C0109,2026-01-11,Home,1168.49,Pune,UPI
C0025,2026-01-11,Beauty,1654.8,Thane,Debit Card
C0101,2026-01-12,Electronics,2050.07,Bengaluru,UPI
C0103,2026-01-12,Clothing,1459.58,Pune,UPI
C0036,2026-01-13,Clothing,4447.57,Aurangabad,UPI
C0082,2026-01-13,Beauty,3686.19,Mumbai,Credit Card
C0111,2026-01-13,Beauty,4213.48,Delhi,UPI
C0174,2026-01-13,Home,1877.46,Thane,Debit Card
C0162,2026-01-14,Clothing,951.48,Thane,Debit Card
C0123,2026-01-15,Beauty,1552.84,Mumbai,UPI
C0114,2026-01-15,Beauty,1222.69,Delhi,Cash
C0063,2026-01-16,Beauty,3112.81,Pune,Credit Card
C0129,2026-01-16,Electronics,3229.87,Pune,UPI
C0025,2026-01-16,Beauty,3018.11,Mumbai,UPI
C0030,2026-01-16,Beauty,1796.23,Aurangabad,Debit Card
C0041,2026-01-17,Electronics,2527.3,Delhi,UPI
C0069,2026-01-17,Clothing,1834.3,Mumbai,Cash
C0047,2026-01-18,Home,5250.05,Nashik,UPI
C0179,2026-01-19,Sports,3576.41,Delhi,UPI
C0126,2026-01-20,Beauty,1534.97,Pune,Debit Card
C0165,2026-01-21,Clothing,6841.05,Aurangabad,Credit Card
C0042,2026-01-21,Home,629.78,Pune,Credit Card
C0121,2026-01-21,Clothing,2374.82,Thane,Credit Card
C0053,2026-01-22,Electronics,1069.73,Bengaluru,Debit Card
C0186,2026-01-22,Electronics,2350.33,Aurangabad,Net Banking
C0108,2026-01-24,Clothing,1465.47,Bengaluru,Credit Card
C0147,2026-01-25,Home,2684.92,Mumbai,UPI
C0116,2026-01-26,Home,3717.24,Pune,Cash
C0017,2026-01-26,Sports,2218.75,Bengaluru,Credit Card
C0089,2026-01-26,Home,1285.56,Bengaluru,Net Banking
C0188,2026-01-27,Sports,1043.94,Nagpur,Debit Card
C0108,2026-01-27,Electronics,1841.6,Thane,Net Banking
C0043,2026-01-29,Electronics,2542.41,Pune,Credit Card
C0144,2026-01-30,Home,4638.17,Nagpur,Credit Card
C0181,2026-01-30,Home,3416.44,Delhi,UPI
C0083,2026-01-30,Home,2506.47,Nagpur,Net Banking
C0179,2026-01-31,Home,1886.05,Nashik,Credit Card
C0144,2026-01-31,Electronics,1594.29,Thane,Debit Card
C0147,2026-02-01,Sports,2143.93,Nagpur,UPI
C0160,2026-02-01,Clothing,3554.48,Delhi,Net Banking
C0092,2026-02-01,Sports,1371.44,Thane,Net Banking
C0113,2026-02-03,Sports,1034.3,Nashik,UPI
C0055,2026-02-03,Beauty,469.64,Bengaluru,UPI
C0190,2026-02-05,Beauty,203.23,Bengaluru,Net Banking
C0090,2026-02-05,Electronics,2195.48,Bengaluru,Credit Card
C0127,2026-02-05,Home,2133.62,Nashik,UPI
C0068,2026-02-05,Sports,1995.57,Aurangabad,UPI
C0190,2026-02-06,Electronics,1819.57,Pune,UPI
C0026,2026-02-06,Beauty,1632.43,Thane,Cash
C0178,2026-02-08,Sports,1247.14,Thane,Credit Card
C0066,2026-02-09,Home,2131.92,Nashik,UPI
C0038,2026-02-10,Beauty,4903.79,Delhi,Net Banking
C0026,2026-02-11,Clothing,2123.89,Aurangabad,UPI
C0028,2026-02-11,Beauty,405.61,Mumbai,Credit Card
C0051,2026-02-14,Clothing,2416.71,Nashik,UPI
C0014,2026-02-14,Sports,2719.12,Mumbai,Credit Card
C0146,2026-02-14,Beauty,3731.93,Pune,Credit Card
C0101,2026-02-15,Home,1718.97,Delhi,Credit Card
C0005,2026-02-15,Electronics,2639.0,Bengaluru,Credit Card
C0164,2026-02-16,Sports,1470.21,Thane,UPI
C0069,2026-02-18,Home,1494.42,Delhi,Debit Card
C0114,2026-02-18,Home,1611.61,Nashik,UPI
C0190,2026-02-18,Clothing,2909.19,Bengaluru,Debit Card
C0166,2026-02-20,Sports,1891.3,Aurangabad,Credit Card
C0058,2026-02-20,Clothing,1972.01,Thane,Credit Card
C0061,2026-02-21,Home,872.73,Nashik,Net Banking
C0035,2026-02-22,Electronics,1958.34,Mumbai,Net Banking
C0121,2026-02-22,Beauty,204.68,Bengaluru,Net Banking
C0148,2026-02-22,Electronics,4286.84,Delhi,UPI
C0199,2026-02-23,Home,365.88,Delhi,Net Banking
C0129,2026-02-23,Clothing,730.25,Bengaluru,Debit Card
C0145,2026-02-24,Sports,1672.25,Nagpur,Debit Card
C0045,2026-02-24,Clothing,1586.11,Nashik,Debit Card
C0136,2026-02-24,Electronics,2384.14,Pune,Debit Card
C0056,2026-02-24,Beauty,659.55,Mumbai,UPI
C0101,2026-02-26,Sports,2131.44,Nashik,Net Banking
C0053,2026-02-26,Clothing,680.07,Thane,Net Banking
C0054,2026-02-28,Beauty,316.88,Nagpur,Credit Card
C0197,2026-02-28,Sports,2535.76,Delhi,UPI
C0093,2026-03-01,Beauty,2571.33,Mumbai,UPI
C0189,2026-03-01,Home,1679.81,Nashik,Credit Card
C0191,2026-03-02,Clothing,840.77,Nagpur,Net Banking
C0074,2026-03-02,Home,1726.28,Nashik,UPI
C0084,2026-03-03,Electronics,865.21,Nagpur,UPI
C0061,2026-03-03,Home,3143.19,Aurangabad,UPI
C0098,2026-03-03,Beauty,5077.11,Aurangabad,Debit Card
C0092,2026-03-04,Sports,1845.2,Delhi,Credit Card
C0030,2026-03-04,Clothing,4641.44,Mumbai,Credit Card
C0196,2026-03-05,Clothing,4413.08,Pune,UPI
C0187,2026-03-05,Electronics,1140.37,Mumbai,UPI
C0163,2026-03-06,Home,1201.46,Pune,UPI
C0177,2026-03-06,Electronics,780.22,Delhi,UPI
C0028,2026-03-07,Beauty,1608.56,Nagpur,UPI
C0099,2026-03-08,Beauty,2134.93,Pune,Debit Card
C0037,2026-03-11,Clothing,1583.66,Mumbai,Credit Card
C0190,2026-03-11,Clothing,1910.3,Delhi,UPI
C0113,2026-03-11,Electronics,2514.56,Pune,UPI
C0030,2026-03-12,Home,2929.82,Nagpur,UPI
C0029,2026-03-13,Clothing,3781.29,Aurangabad,Credit Card
C0075,2026-03-13,Clothing,2993.05,Delhi,Debit Card
C0099,2026-03-16,Clothing,3757.37,Nashik,Net Banking
C0124,2026-03-16,Electronics,960.93,Pune,UPI
C0054,2026-03-16,Electronics,1992.41,Nagpur,Debit Card
C0033,2026-03-17,Clothing,275.25,Pune,UPI
C0059,2026-03-17,Home,2545.9,Mumbai,UPI
C0200,2026-03-18,Beauty,1963.51,Delhi,Credit Card
C0099,2026-03-19,Home,1558.37,Delhi,UPI
C0144,2026-03-19,Sports,1641.56,Nashik,Debit Card
C0189,2026-03-19,Beauty,2187.02,Delhi,UPI
C0122,2026-03-21,Beauty,1551.16,Delhi,UPI
C0028,2026-03-21,Beauty,572.02,Nashik,UPI
C0152,2026-03-22,Clothing,875.83,Mumbai,Net Banking
C0105,2026-03-24,Electronics,1003.7,Aurangabad,Cash
C0088,2026-03-24,Clothing,2733.09,Aurangabad,UPI
C0006,2026-03-25,Clothing,1900.99,Pune,Credit Card
C0051,2026-03-26,Clothing,1744.72,Thane,UPI
C0034,2026-03-26,Home,4100.19,Nagpur,Credit Card
C0061,2026-03-26,Beauty,694.11,Delhi,Credit Card
C0086,2026-03-28,Clothing,2067.75,Delhi,Net Banking
C0148,2026-03-28,Sports,10243.55,Nashik,Credit Card
C0123,2026-03-29,Home,2382.7,Bengaluru,UPI
C0155,2026-03-30,Home,4299.45,Aurangabad,Net Banking
C0177,2026-03-30,Sports,1523.26,Bengaluru,UPI
C0023,2026-03-30,Clothing,1449.02,Nagpur,Net Banking
C0147,2026-03-31,Beauty,1087.6,Nashik,Net Banking
C0075,2026-03-31,Clothing,1258.42,Aurangabad,UPI
C0161,2026-03-31,Home,2467.9,Pune,Cash
C0178,2026-03-31,Beauty,2477.98,Aurangabad,Net Banking
C0183,2026-04-03,Electronics,812.49,Pune,Debit Card
C0151,2026-04-04,Electronics,3203.14,Nagpur,UPI
C0080,2026-04-04,Clothing,1344.26,Aurangabad,Credit Card
C0164,2026-04-04,Electronics,4145.02,Mumbai,Credit Card
C0086,2026-04-04,Clothing,1794.97,Aurangabad,Credit Card
C0144,2026-04-04,Clothing,2438.6,Aurangabad,Credit Card
C0017,2026-04-05,Electronics,2335.37,Aurangabad,Debit Card
C0096,2026-04-05,Electronics,1306.01,Pune,Debit Card
C0095,2026-04-05,Clothing,654.92,Thane,Credit Card
C0071,2026-04-07,Beauty,3041.65,Mumbai,UPI
C0047,2026-04-08,Sports,711.56,Bengaluru,UPI
C0039,2026-04-08,Electronics,3448.73,Nashik,UPI
C0104,2026-04-11,Clothing,2160.42,Nashik,UPI
C0058,2026-04-12,Sports,1196.77,Pune,Credit Card
C0027,2026-04-12,Beauty,2496.85,Mumbai,UPI
C0021,2026-04-13,Clothing,2157.52,Thane,UPI
C0161,2026-04-14,Clothing,2524.05,Nagpur,UPI
C0059,2026-04-14,Home,1714.52,Bengaluru,Cash
C0127,2026-04-15,Sports,2392.41,Bengaluru,Credit Card
C0099,2026-04-16,Electronics,4568.43,Nashik,Debit Card
C0170,2026-04-18,Sports,3138.39,Mumbai,Credit Card
C0012,2026-04-19,Beauty,1814.54,Aurangabad,UPI
C0190,2026-04-20,Clothing,8952.31,Nashik,UPI
C0024,2026-04-21,Electronics,5884.29,Bengaluru,UPI
C0062,2026-04-21,Clothing,1510.49,Nashik,UPI
C0033,2026-04-21,Clothing,1114.89,Bengaluru,Debit Card
C0113,2026-04-22,Clothing,2105.82,Aurangabad,Debit Card
C0180,2026-04-22,Clothing,2835.51,Thane,UPI
C0176,2026-04-22,Home,5038.58,Aurangabad,UPI
C0139,2026-04-23,Home,4655.06,Aurangabad,Credit Card
C0005,2026-04-23,Home,3238.51,Thane,UPI
C0024,2026-04-23,Beauty,3799.09,Pune,Debit Card
C0111,2026-04-27,Electronics,2169.69,Nagpur,UPI
C0093,2026-04-27,Clothing,2754.99,Nashik,UPI
C0019,2026-04-27,Clothing,2546.77,Nagpur,Net Banking
C0177,2026-04-29,Sports,3270.12,Bengaluru,Cash
C0193,2026-04-30,Home,1699.02,Pune,Net Banking
C0025,2026-04-30,Home,3059.5,Pune,Credit Card
C0132,2026-05-04,Electronics,1782.65,Thane,Credit Card
C0032,2026-05-04,Beauty,1478.55,Bengaluru,Debit Card
C0076,2026-05-04,Clothing,1355.71,Bengaluru,UPI
C0117,2026-05-05,Beauty,1392.79,Bengaluru,Debit Card
C0112,2026-05-05,Clothing,656.52,Pune,Credit Card
C0050,2026-05-05,Home,4993.17,Nashik,Credit Card
C0147,2026-05-06,Clothing,1652.49,Bengaluru,Debit Card
C0030,2026-05-06,Beauty,290.95,Nagpur,Credit Card
C0167,2026-05-07,Beauty,461.35,Nashik,Credit Card
C0032,2026-05-08,Electronics,2473.55,Mumbai,Credit Card
C0062,2026-05-08,Clothing,3073.16,Pune,Debit Card
C0096,2026-05-09,Electronics,2182.45,Pune,Net Banking
C0078,2026-05-09,Home,453.9,Thane,UPI
C0075,2026-05-09,Electronics,1894.63,Aurangabad,UPI
C0050,2026-05-10,Electronics,2874.42,Nagpur,UPI
C0029,2026-05-10,Home,4038.3,Mumbai,Cash
C0045,2026-05-10,Home,3352.46,Aurangabad,UPI
C0032,2026-05-12,Electronics,5075.58,Nashik,UPI
C0149,2026-05-12,Beauty,2128.59,Bengaluru,Debit Card
C0142,2026-05-12,Home,3780.64,Nashik,Net Banking
C0191,2026-05-12,Electronics,5634.98,Mumbai,UPI
C0043,2026-05-13,Electronics,3277.08,Thane,Credit Card
C0117,2026-05-13,Sports,1190.77,Aurangabad,Credit Card
C0063,2026-05-13,Electronics,3268.02,Mumbai,UPI
C0129,2026-05-15,Home,1793.17,Aurangabad,Debit Card
C0129,2026-05-15,Electronics,1670.2,Pune,UPI
C0096,2026-05-15,Home,1880.76,Pune,Credit Card
C0048,2026-05-16,Electronics,2881.79,Nashik,UPI
C0137,2026-05-16,Home,1390.85,Mumbai,UPI
C0005,2026-05-16,Sports,4758.75,Mumbai,UPI
C0053,2026-05-17,Sports,4524.91,Pune,UPI
C0026,2026-05-17,Sports,2935.65,Mumbai,Debit Card
C0157,2026-05-18,Sports,1911.27,Aurangabad,UPI
C0117,2026-05-18,Home,6127.77,Nagpur,Net Banking
C0089,2026-05-19,Clothing,1303.42,Nashik,Credit Card
C0059,2026-05-19,Home,1502.8,Nashik,UPI
C0048,2026-05-21,Clothing,182.91,Nashik,Credit Card
C0058,2026-05-21,Clothing,2263.3,Nashik,Credit Card
C0097,2026-05-22,Home,5006.17,Thane,UPI
C0151,2026-05-22,Clothing,2146.13,Mumbai,UPI
C0089,2026-05-26,Clothing,2087.38,Nagpur,Net Banking
C0154,2026-05-26,Electronics,4067.73,Nashik,UPI
C0033,2026-05-27,Beauty,803.67,Thane,Debit Card
C0141,2026-05-27,Beauty,644.29,Delhi,Debit Card
C0132,2026-05-28,Home,1469.35,Mumbai,Credit Card
C0078,2026-05-28,Sports,1307.73,Pune,UPI
C0151,2026-05-29,Sports,1367.35,Bengaluru,Credit Card
C0047,2026-05-30,Beauty,1337.53,Mumbai,UPI
C0028,2026-05-31,Beauty,4788.36,Delhi,UPI
C0115,2026-05-31,Electronics,2226.12,Pune,Net Banking
C0140,2026-05-31,Clothing,1498.7,Aurangabad,UPI
C0100,2026-05-31,Home,3247.14,Delhi,Debit Card
C0133,2026-06-01,Home,1279.87,Pune,UPI
C0012,2026-06-01,Home,1132.99,Mumbai,Net Banking
C0001,2026-06-01,Clothing,2084.29,Nagpur,Credit Card
